id,productName
80693,"CPU AMD Ryzen 5 5500GT (4.4 GHz Upto 3.6 GHz / 19MB / 6 Cores, 12 Threads / 65W / Socket AM4)"
85209,"CPU AMD Ryzen 9 9900X (4.4 GHz Upto 5.6GHz / 78MB / 12 Cores, 24 Threads / 120W / Socket AM5)"
85370,"CPU AMD Ryzen 7 9700X (3.8 GHz Upto 5.8GHz / 40MB / 8 Cores, 16 Threads / 65W / Socket AM5)"
80689,"CPU AMD Ryzen 5 8500G (3.5GHz Upto 5.0GHz / 22MB / 6 Cores, 12 Threads / 65W / Socket AM5)"
86958,"CPU Intel Core Ultra 5 245KF (UP TO 5.2Ghz, 14 NHÂN 14 LUỒNG, 24MB CACHE, 125W) - Socket Intel LGA 1851/ARROW LAKE"
86957,"CPU Intel Core Ultra 5 245K (UP TO 5.2Ghz, 14 NHÂN 14 LUỒNG, 24MB CACHE, 125W) - Socket Intel LGA 1851/ARROW LAKE"
83751,"CPU Intel Core i5-10400F (Tray, không vỏ hộp)"
80882,"CPU AMD Ryzen 3 4300G (3.8 GHz turbo upto 4.0GHz / 6MB / 4 Cores, 8 Threads / 65W / Socket AM4)"
77607,"CPU Intel Core i5-12400F (Tray, cũ đẹp)"
77604,"CPU Intel Core i3-12100 (Tray, cũ đẹp)"
77606,"CPU Intel Core i5-12400 (Tray, cũ đẹp)"
66931,"CPU AMD Ryzen 5 4600G (3.7 GHz turbo upto 4.2GHz / 11MB / 6 Cores, 12 Threads / 65W / Socket AM4)"
77603,"CPU Intel Core i5-10400 (Tray, không vỏ hộp)"
62476,"CPU Intel Core i5-12400F (Upto 4.4Ghz, 6 nhân 12 luồng, 18MB Cache, 65W) - Socket Intel LGA 1700)"
64368,"CPU Intel Core i3-12100 (3.3GHz turbo up to 4.3GHz, 4 nhân 8 luồng, 12MB Cache, 58W)- Socket Intel LGA 1700)"
58736,"CPU Intel Core i3-10105 (3.7GHz turbo up to 4.4Ghz, 4 nhân 8 luồng, 6MB Cache, 65W) - Socket Intel LGA 1200"
58752,"CPU Intel Pentium Gold G6405 (4.1GHz, 2 nhân 4 luồng, 4MB Cache, 58W) - Socket Intel LGA 1200)"
78873,"CPU Intel Core i7-14700 (UP TO 5.4GHZ, 20 NHÂN 28 LUỒNG, 33MB CACHE, 65W) - SOCKET INTEL LGA 1700/RAPTOR LAKE"
78874,"CPU Intel Core i7-14700F (UP TO 5.4GHZ, 20 NHÂN 28 LUỒNG, 33MB CACHE, 65W) - SOCKET INTEL LGA 1700/RAPTOR LAKE"
90021,"CPU Intel Core i9-14900K (Tray, không Fan)"
90144,"CPU Intel Core i7-12700K (Tray, không Fan)"
90213,CPU Intel Core i7-14700K (Box NK)
77007,"CPU INTEL CORE I9-14900K (UP TO 5.8Ghz, 24 NHÂN 32 LUỒNG, 36MB CACHE, 125W) - Socket Intel LGA 1700/RAPTOR LAKE"
68380,"CPU Intel Core i7-13700K (up to 5.4Ghz, 16 nhân 24 luồng, 24MB Cache, 125W) - Socket Intel LGA 1700/Raptor Lake)"
77035,"CPU Intel Core i9-14900KF (Up to 5.8GHZ, 24 nhân 32 luồng, 36MB Cache, 125W) - Socket Intel LGA 1700/RAPTOR LAKE"
69896,"CPU Intel Core i3-13100F (up to 4.5Ghz, 4 nhân 8 luồng, 12MB Cache, 65W) - Socket Intel LGA 1700/Raptor Lake) "
77599,CPU Intel Core i7-12700 (Tray-Không tản nhiệt)
78113,CPU AMD Ryzen Threadripper Pro 7965WX (4.2Ghz up to 5.3Ghz/153MB/24 cores 48 threads/350W/Socket sTR5)
61450,"CPU Intel Core i9-12900K (3.2GHz turbo up to 5.2Ghz, 16 nhân 24 luồng, 30MB Cache, 125W) - Socket Intel LGA 1700/Alder Lake)"
82642,"CPU AMD Ryzen Ryzen 5 8400F (4.2 GHz Upto 4.7GHz / 22MB / 6 Cores, 12 Threads / 65W / Socket AM5)"
82641,"CPU AMD Ryzen Ryzen 5 7500F (3.7 GHz Upto 5.0GHz / 38MB / 6 Cores, 12 Threads / 65W / Socket AM5)"
82643,"CPU AMD Ryzen Ryzen 5 8700F (4.1 GHz Upto 5.0GHz / 35MB / 8 Cores, 16 Threads / 65W / Socket AM5)"
89872,CPU AMD RYZEN 9 9900X3D (4.4GHz up to 5.5GHz/128MB/12 cores 24 threads/Socket AM5)
64780,"CPU Intel  Pentium Gold G7400 (3.7GHz, 2 nhân 4 luồng, 6MB Cache, 46W) - Socket Intel LGA 1700)"
89871,CPU AMD RYZEN 9 9950X3D (4.3GHz up to 5.7GHz/128MB/16 cores 32 threads/Socket AM5)
63413,"CPU Intel Core i3-12100F (3.3GHz turbo up to 4.3GHz, 4 nhân 8 luồng, 12MB Cache, 58W)- Socket Intel LGA 1700)"
78111,CPU AMD Ryzen Threadripper 7970X (4.0hz up to 5.3Ghz/160MB/32 cores 64 threads/350W/Socket sTR5)
52364,"CPU Intel Core i5-10400 (2.9GHz turbo up to 4.3GHz, 6 nhân 12 luồng, 12MB Cache, 65W) - Socket Intel LGA 1200"
78115,CPU AMD Ryzen Threadripper Pro 7985WX (3.2Ghz up to 5.1Ghz/324MB/64 cores 128 threads/350W/Socket sTR5)
78116,CPU AMD Ryzen Threadripper Pro 7995WX (2.5Ghz up to 5.1Ghz/486MB/96 cores 192 threads/350W/Socket sTR5)
78114,CPU AMD Ryzen Threadripper Pro 7975WX (4.0Ghz up to 5.3Ghz/162MB/32 cores 64 threads/350W/Socket sTR5)
80688,"CPU AMD Ryzen 5 8600G (4.3GHz Upto 5.0GHz / 22MB / 6 Cores, 12 Threads / 65W / Socket AM5)"
61448,"CPU Intel Core i7-12700K (3.8GHz turbo up to 5.0Ghz, 12 nhân 20 luồng, 25MB Cache, 125W) - Socket Intel LGA 1700/Alder Lake)"
78112,CPU AMD Ryzen Threadripper 7960X (4.2Ghz up to 5.3Ghz/153MB/24 cores 48 threads/350W/Socket sTR5)
71003,CPU AMD Ryzen 9 7900X3D (4.4Ghz up to 5.6Ghz/ 140MB/ 12 cores 24 threads/ 120W/ Sockets AM5)
78110,CPU AMD Ryzen Threadripper 7980X (3.2Ghz up to 5.1Ghz/324MB/64 cores 128 threads/350W/Socket sTR5)
65336,"CPU AMD Ryzen 3 4100 (3.8 GHz turbo upto 4.0GHz / 11MB / 4 Cores, 8 Threads / 65W / Socket AM4)"
65333,"CPU AMD Ryzen 5 5600 (3.5 GHz Upto 4.4GHz / 35MB / 6 Cores, 12 Threads / 65W / Socket AM4)"
65335,"CPU AMD Ryzen 5 4500 (3.6 GHz turbo upto 4.1GHz / 11MB / 6 Cores, 12 Threads / 65W / Socket AM4)"
56283,"CPU AMD Ryzen 7 5800X (3.8 GHz Upto 4.7GHz / 36MB / 8 Cores, 16 Threads / 105W / Socket AM4)"
65042,"CPU AMD Ryzen 7 5700X (3.4 GHz Upto 4.6GHz / 36MB / 8 Cores, 16 Threads / 65W / Socket AM4)"
60386,"CPU AMD Ryzen 7 5700G (3.8GHz Upto 4.6GHz / 20MB / 8 Cores, 16 Threads / 65W / Socket AM4)"
56284,"CPU AMD Ryzen 9 5900X (3.7 GHz Upto 4.8GHz / 70MB / 12 Cores, 24 Threads / 105W / Socket AM4)"
69927,"CPU AMD Ryzen 9 7900 (3.7 GHz Upto 5.4GHz / 76MB / 12 Cores, 24 Threads / 65W / Socket AM5)"
56285,"CPU AMD Ryzen 9 5950X (3.4 GHz Upto 4.9GHz / 72MB / 16 Cores, 32 Threads / 105W / Socket AM4)"
69928,"CPU AMD Ryzen 7 7700 (3.8 GHz Upto 5.3GHz / 40MB / 8 Cores, 16 Threads / 65W / Socket AM5)"
67212,"CPU AMD Ryzen Threadripper Pro 5995WX (2.7 GHz Upto 4.5GHz / 292MB / 64 Cores, 128 Threads / 280W / Socket sWRX8)"
85208,"CPU AMD Ryzen 9 9950X (4.3 GHz Upto 5.7GHz / 80MB / 16 Cores, 32 Threads / 170W / Socket AM5)"
85371,"CPU AMD Ryzen 5 9600X (3.9 GHz Upto 5.4GHz / 38MB / 6 Cores, 12 Threads / 65W / Socket AM5)"
86959,"CPU Intel Core Ultra 7 265K (UP TO 5.5Ghz, 20 NHÂN 20 LUỒNG, 30MB CACHE, 125W) - Socket Intel LGA 1851/ARROW LAKE"
90103,"CPU Intel Core i7-12700F (Tray, Cũ đẹp)"
90104,"CPU Intel Core i7-13700F (Tray, Cũ đẹp)"
69892,"CPU Intel Core i7-13700 (up to 5.2Ghz, 16 nhân 24 luồng, 30MB Cache, 65W) - Socket Intel LGA 1700/Raptor Lake) "
80690,"CPU AMD Ryzen 7 5700X3D (3.0GHz Upto 4.1GHz / 100MB / 8 Cores, 16 Threads / 105W / Socket AM4)"
71574,CPU AMD Ryzen 7 7800X3D (4.2Ghz up to 5.0Ghz/105MB/8 cores 16 threads/120W/Socket AM5)
71002,CPU AMD Ryzen 9 7950X3D (4.2Ghz up to 5.7Ghz/ 144MB/ 16 cores 32 threads/ 120W/ Sockets AM5)
69897,"CPU Intel Core i3-13100 (up to 4.5Ghz, 4 nhân 8 luồng, 12MB Cache, 65W) - Socket Intel LGA 1700/Raptor Lake) "
58401,"CPU Intel Core i3-10105F (3.7GHz turbo up to 4.4Ghz, 4 nhân 8 luồng, 6MB Cache, 65W) - Socket Intel LGA 1200"
67213,"CPU AMD Ryzen Threadripper Pro 5975WX (3.6 GHz Upto 4.5GHz / 146MB / 32 Cores, 64 Threads / 280W / Socket sWRX8)"
67214,"CPU AMD Ryzen Threadripper Pro 5965WX (3.8 GHz Upto 4.5GHz / 141.5MB / 24 Cores, 48 Threads / 280W / Socket sWRX8)"
65305,"CPU AMD Ryzen 7 5800X3D (3.4 GHz Upto 4.5GHz / 100MB / 8 Cores, 16 Threads / 105W / Socket AM4)"
78875,"CPU Intel Core i9-14900 (UP TO 5.8GHZ, 24 NHÂN 32 LUỒNG, 36MB CACHE, 65W) - SOCKET INTEL LGA 1700/RAPTOR LAKE"
83745,"CPU Intel Core i9-14900KS (UP TO 6.2GHZ, 24 NHÂN 32 LUỒNG, 36MB CACHE, 125W) - SOCKET INTEL LGA 1700/RAPTOR LAKE"
78876,"CPU Intel Core i9-14900F (UP TO 5.8GHZ, 24 NHÂN 32 LUỒNG, 36MB CACHE, 65W) - SOCKET INTEL LGA 1700/RAPTOR LAKE"
69904,"CPU Intel Core i5-13500 (UP TO 4.8GHZ, 14 NHÂN 20 LUỒNG, 24MB CACHE, 65W) - SOCKET INTEL LGA 1700/RAPTOR LAKE)"
79328,"CPU Intel Core i5-12400F (UPTO 4.4GHZ, 6 NHÂN 12 LUỒNG, 18MB CACHE, 65W) - SOCKET INTEL LGA 1700)-(BOX NK)"
77593,CPU Intel Core i3-10105F (Tray-Không tản nhiệt)
85372,"CPU AMD Ryzen 9 5900XT (3.3 GHz Upto 4.8GHz / 72MB / 16 Cores, 32 Threads / 105W / Socket AM4)"
85373,"CPU AMD Ryzen 7 5800XT (3.8 GHz Upto 4.8GHz / 36MB / 8 Cores, 16 Threads / 105W / Socket AM4)"
77602,"CPU Intel Core i3-10105F (Tray, không vỏ hộp)"
83750,"CPU Intel Core i5-11400F (Tray, Không vỏ hộp)"
77608,"CPU Intel Core i7-12700 (Tray, cũ đẹp)"
79281,"CPU Intel Core i5-11400F (2.6GHz turbo up to 4.4Ghz, 6 nhân 12 luồng, 12MB Cache, 65W) - Socket Intel LGA 1200"
65691,"CPU Intel Core i9-12900 (2.4GHz turbo up to 5.1Ghz, 16 nhân 24 luồng, 30MB Cache, 65W) - Socket Intel LGA 1700/Alder Lake)"
63948,"CPU Intel Celeron G6900 (3.4GHz, 2 nhân 2 luồng, 4MB Cache, 46W) - Socket Intel LGA 1700)"
65692,"CPU Intel Core i9-12900F (2.4GHz turbo up to 5.1Ghz, 16 nhân 24 luồng, 30MB Cache, 65W) - Socket Intel LGA 1700/Alder Lake)"
MBAS0829,Mainboard ASUS TUF GAMING Z890-PLUS WIFI DDR5
MBAS0788,Mainboard ASUS PRIME B760M-A WIFI D4-CSM
MBAS0795,Mainboard Asus B760M-AYW WIFI DDR5
MBAS0774,Mainboard ASUS TUF GAMING B760M-E DDR4
MBAS0760,Mainboard ASUS PRIME B760M-K D4
MBAS0824,Mainboard ASUS ROG MAXIMUS Z890 HERO DDR5
MBAS0859,Mainboard ASUS TUF GAMING B760M-PLUS II
MBAS0781,Mainboard ASUS PRIME B760M-A D4-CSM
MBAS0759,Mainboard ASUS PRIME B760M-A D4
MBGI0762,Mainboard Gigabyte Z890 AORUS PRO ICE
MBGI0759,Mainboard Gigabyte Z890 AORUS ELITE X ICE
MBMS0492,Mainboard MSI MAG Z790 TOMAHAWK MAX WIFI DDR5
MBGI0743,Mainboard Gigabyte B760M GAMING PLUS WIFI DDR4
MBGI0752,Mainboard Gigabyte Z890 UD
MBGI0751,Mainboard Gigabyte Z890M GAMING X
MBMS0501,Mainboard MSI PRO H610M-S WIFI DDR4
MBGI0756,Mainboard Gigabyte Z890M AORUS ELITE WF7 ICE
MBMS0461,Mainboard MSI PRO H610M-E DDR4
MBGI0684,Mainboard Gigabyte B760M DS3H DDR4
MBAS0813,Mainboard ASUS ROG STRIX X870-F GAMING WIFI
MBAS0819,Mainboard ASUS TUF GAMING B760M-PLUS WIFI II DDR5
MBAS0825,Mainboard ASUS ROG STRIX Z890-E GAMING WIFI DDR5
MBAS0861,Mainboard Asus PRIME B760M-F DDR4
MBGI0695,Mainboard Gigabyte B760M D2H DDR4
MBGI0696,Mainboard Gigabyte H610M S2H V2 DDR4
MBAS0794,Mainboard Asus B760M-AYW WIFI D4
MBAS0827,Mainboard ASUS ROG STRIX Z890-A GAMING WIFI DDR5
MBAS0853,Mainboard ASUS ROG STRIX B850-A GAMING WIFI
MBAS0808,Mainboard ASUS PRIME X870-P-WIFI-CSM
MBAS0855,Mainboard ASUS TUF GAMING B850M-PLUS WIFI
MBAS0749,Mainboard ASUS PRIME Z790-P-CSM DDR5
MBAS0767,Mainboard ASUS TUF GAMING Z790 PLUS WIFI DDR5
MBAS0748,Mainboard ASUS PRIME Z790-P WIFI-CSM DDR5
MBAS0597,"Mainboard ASUS TUF GAMING B550M-PLUS (AMD B550, Socket AM4, m-ATX, 4 khe RAM DRR4)"
MBAR0354,Mainboard ASROCK B760M Pro RS/D4
MBAS0770,Mainboard Asus PRIME H610M-K D4 CSM
MBAR0362,Mainboard ASROCK H610M-H2/M.2 DDR4
MBAS0732,Mainboard ASUS TUF GAMING B650M-PLUS WIFI
MBAS0616,Mainboard ASUS PRIME B450M-A II
MBAS0700,Mainboard Asus PRIME H610M-K D4
MBAS0699,Mainboard Asus PRIME H610M-E D4
MBAS0756,Mainboard ASUS TUF GAMING B760M-PLUS WIFI D4
MBAS0758,Mainboard ASUS PRIME B760M-A WIFI D4
MBAS0766,Mainboard ASUS Prime H510M-K R2.0 - CSM (TRAY)
MBAS0749,Mainboard ASUS PRIME Z790-P-CSM DDR5
MBAS0767,Mainboard ASUS TUF GAMING Z790 PLUS WIFI DDR5
MBAS0748,Mainboard ASUS PRIME Z790-P WIFI-CSM DDR5
MBAS0836,Mainboard ASUS PRIME Z890M-PLUS WIFI-CSM
MBMS0473,Mainboard MSI PRO B760M-P DDR4
MBMS0475,Mainboard MSI PRO B760M-E DDR4
MBMS0472,Mainboard MSI PRO B760M-A WIFI DDR4
MBMS0517,Mainboard MSI PRO Z890 - P WIFI DDR5
MBMS0503,Mainboard MSI B450M-A PRO MAX II
MBMS0521,Mainboard MSI MAG Z890 TOMAHAWK WIFI
MBAR0278,"Mainboard ASROCK B550M PRO4 (AMD B550, Socket AM4, m-ATX, 4 khe RAM DDR4)"
MBAR0365,Mainboard ASROCK X870 STEEL LEGEND WIFI
MBAS0810,Mainboard ASUS ProArt X870E-CREATOR WIFI
MBGI0673,Mainboard Gigabyte Z790 UD AX​ DDR5
MBGI0688,Mainboard Gigabyte Z790M AORUS ELITE AX DDR5
MBMS0504,Mainboard MSI PRO B650M-A WIFI DDR5
MBGI0750,Mainboard Gigabyte B760M GAMING PLUS WIFI DDR5
MBMS0505,Mainboard MSI X670E GAMING PLUS WIFI DDR5
MBVS0001,MAINBOARD VSP X99 - P8D4
MBVS0002,MAINBOARD VSP X99 - Q8M PRO
MBGI0734,Mainboard Gigabyte Z790 D DDR5
MBAS0711,Mainboard ASUS PRIME Prime H610i-plus
MBAS0811,Mainboard ASUS CROSSHAIR X870E HERO
MBHZ0006,Mainboard Huananzhi X99-QD4
MBGI0675,Mainboard Gigabyte Z790 D DDR4
MBAS0815,Mainboard ASUS TUF GAMING X870-PLUS WIFI
MBMS0491,Mainboard MSI A520M-A PRO
MBGI0769,Mainboard GIGABYTE X870E AORUS ELITE WIFI7 DDR5
MBGI0770,Mainboard GIGABYTE Z890I AORUS ULTRA DDR5
MBMS0484,Mainboard MSI PRO Z790-S WIFI DDR5
MBMS0488,Mainboard MSI B650M GAMING PLUS WIFI
MBMS0506,Mainboard MSI Z790 GAMING PLUS WIFI DDR5
MBMS0493,Mainboard MSI MAG B760M MORTAR WIFI II DDR5
MBMS0486,Mainboard MSI B760 GAMING PLUS WIFI DDR5
MBMS0487,Mainboard MSI PRO H510M-B
MBMS0485,Mainboard MSI B760M GAMING PLUS WIFI DDR5
MBGI0710,Mainboard Gigabyte B650 AORUS ELITE AX DDR5
MBGI0700,Mainboard Gigabyte B760M H DDR4
MBAS0803,Mainboard ASUS TUF GAMING B650M-E WIFI DDR5
MBAS0761,Mainboard ASUS ROG STRIX B760-F GAMING WIFI DDR5
MBGI0768,Mainboard Gigabyte X870E AORUS PRO ICE DDR5
MBMS0522,Mainboard MSI MPG Z890 EDGE TI WIFI
MBAS0837,Mainboard ASUS A620M-K
MBMS0523,Mainboard MSI PRO H510M-B II
MBGI0765,Mainboard Gigabyte X870 AORUS ELITE WIFI 7 ICE
MBAS0768,Mainboard ASUS PRIME H510M-K R2.0
MBMS0507,Mainboard MSI MEG X870E GODLIKE
MBMS0508,Mainboard MSI MPG X870E CARBON WIFI
MBMS0509,Mainboard MSI MAG X870 TOMAHAWK WIFI
MBAR0366,Mainboard ASROCK X870 PRO RS WIFI
MBGI0680,Mainboard Gigabyte B760M AORUS ELITE DDR5
MBGI0740,Mainboard Gigabyte B450M-DS3H WIFI
MBAR0360,Mainboard ASROCK B650M Pro RS WIFI DDR5
MBAR0359,Mainboard ASROCK B450M-HDV R4.0
MBGI0590,"Mainboard Gigabyte B550M AORUS ELITE (AMD B550, Socket AM4, m-ATX, 4 khe RAM DDR4)"
MBGI0683,Mainboard Gigabyte B760M AORUS PRO AX DDR5
MBGI0761,Mainboard Gigabyte Z890 AORUS MASTER
MBAS0828,Mainboard ASUS ROG STRIX Z890-I GAMING WIFI DDR5
MBAS0835,Mainboard ASUS PRIME Z890-P WIFI-CSM
MBAS0793,Mainboard ASUS TUF Gaming B760M-BTF WIFI D4
MBAS0786,Mainboard ASUS TUF GAMING B550M-PLUS WIFI II
MBAS0851,Mainboard ASUS ROG STRIX B850-E GAMING WIFI
MBAS0784,Mainboard ASUS ROG STRIX Z790-F GAMING WIFI II
MBAS0831,Mainboard ASUS ProArt Z890-CREATOR WIFI DDR5
MBAS0854,Mainboard ASUS TUF GAMING B850-PLUS WIFI
MBAS0809,Mainboard ASUS PRIME X870-P-CSM
MBAS0834,Mainboard ASUS PRIME Z890-P DDR5
MBAS0856,Mainboard ASUS TUF GAMING B850M-PLUS
MBAS0798,Mainboard ASUS ROG STRIX Z790-E GAMING WIFI II
MBAS0833,Mainboard ASUS PRIME Z890-P WIFI DDR5
MBAS0852,Mainboard ASUS ROG STRIX B850-F GAMING WIFI
MBAS0814,Mainboard ASUS ROG STRIX X870E-E GAMING WIFI
MBGI0686,Mainboard Gigabyte B760 DS3H AX DDR4
MBAS0736,Mainboard ASUS PRIME B650M-A WIFI-CSM
MBAS0739,Mainboard ASUS ROG MAXIMUS Z790 APEX DDR5
MBAS0733,Mainboard ASUS TUF GAMING B650M-PLUS
MBAR0358,Mainboard ASROCK H510M-HDV/M.2 SE
MBAS0783,Mainboard ASUS ROG STRIX Z790-A GAMING WIFI II
MBAS0740,Mainboard ASUS ROG MAXIMUS Z790 HERO DDR5
MBAS0757,Mainboard ASUS TUF GAMING B760M-PLUS D4
MBAS0737,Mainboard ASUS PRIME B650M-A-CSM
MBAS0726,Mainboard ASUS ROG B650E-E GAMING WIFI
MBMS0513,Mainboard MSI MPG Z890 EDGE TI WIFI DDR5
MBGI0764,Mainboard Gigabyte Z890 AORUS ELITE WIFI7 ICE
MBGI0763,Mainboard Gigabyte Z890 AORUS ELITE WIFI7
MBGI0760,Mainboard Gigabyte Z890 GAMING X WIFI7
MBGI0755,Mainboard Gigabyte Z890M AORUS ELITE WIFI7
MBGI0753,Mainboard Gigabyte Z890 UD WIFI6E
MBGI0758,Mainboard Gigabyte Z890 EAGLE WIFI7
MBAS00020,Mainboard Asus PRIME H610M-K D4 - Cũ đẹp (Tray)
MBAS0826,Mainboard ASUS ROG STRIX Z890-F GAMING WIFI DDR5
MBAS0823,Mainboard ASUS ROG MAXIMUS Z890 APEX DDR5
MBAS0822,Mainboard ASUS ROG MAXIMUS Z890 EXTREME DDR5
MBAS0812,Mainboard ASUS ROG STRIX X870-A GAMING WIFI
MBAS0860,Mainboard ASUS PRIME B760M-A WIFI DDR5
MBGI0779,Mainboard Gigabyte B650M GAMING PLUS WIFI DDR5
MBGI0772,Mainboard Gigabyte B860M AORUS ELITE WIFI 6E
MBGI0773,Mainboard Gigabyte B860M AORUS ELITE WIFI 6E ICE
MBGI0775,Mainboard Gigabyte B860M EAGLE PLUS WIFI 6E
MBGI0776,Mainboard Gigabyte B860M GAMING X WIFI 6E
MBGI0777,Mainboard Gigabyte B850M AORUS ELITE WIFI 6E ICE
MBGI0778,Mainboard Gigabyte B850M GAMING X WIFI 6E
MBGI0771,Mainboard Gigabyte B860 AORUS ELITE WIFI 7 ICE
MBGI0774,Mainboard Gigabyte B860M DS3H
MBAS0858,Mainboard ASUS PRIME B650M-A WIFI II
MBAS0805,Mainboard Asus PRIME B650M-A II-CSM DDR5
MBAS0842,Mainboard ASUS ROG STRIX B860-G GAMING WIFI
MBAS0841,Mainboard ASUS ROG STRIX B860-A GAMING WIFI
MBAS0840,Mainboard ASUS ROG STRIX B860-F GAMING WIFI
MBAS0857,Mainboard ASUS PRIME B840-PLUS WIFI-CSM
MBAS0849,Mainboard ASUS EX-B860-V5
MBAS0848,Mainboard ASUS PRIME B860M-K-CSM
MBAS0847,Mainboard ASUS PRIME B860M-A-CSM
MBAS0846,Mainboard ASUS PRIME B860M-A WIFI-CSM
MBAS0845,Mainboard ASUS TUF GAMING B860M-PLUS
MBAS0844,Mainboard ASUS TUF GAMING B860M-PLUS WIFI
MBAS0843,Mainboard ASUS ROG STRIX B860-I GAMING WIFI
MBAS0727,Mainboard ASUS ROG B650E-F GAMING WIFI
MBGI0730,Mainboard Gigabyte Z790 S WIFI DDR4
MBGI0738,Mainboard Gigabyte B760M POWER DDR4
MBGI0685,Mainboard Gigabyte B760M DS3H AX DDR4
MBAS0830,Mainboard ASUS TUF GAMING Z890-PRO WIFI DDR5
MBAS0832,Mainboard ASUS PRIME Z890M-PLUS WIFI DDR5
MBAS0838,Mainboard Asus Z890 AYW Gaming WIFI W
MBGI0757,Mainboard Gigabyte Z890 AERO G
MBGI0754,Mainboard Gigabyte Z890 EAGLE
MBGI0732,Mainboard Gigabyte Z790 AORUS ELITE X AX DDR5 (Wifi+Bluetootth)
MBGI0705,Mainboard Gigabyte Z790 AORUS PRO X DDR5
MBMS0502,Mainboard MSI B550M-A PRO
MBGI0691,Mainboard Gigabyte B760M AORUS ELITE DDR4
MBGI0745,Mainboard Gigabyte X870 AORUS ELITE WIFI7
MBGI0669,Mainboard Gigabyte Z790 AORUS ELITE AX​ DDR5
MBGI0671,Mainboard Gigabyte Z790 AORUS ELITE AX DDR4
MBGI0676,Mainboard Gigabyte X670 AORUS ELITE AX
MBGI0716,Mainboard Gigabyte Z790 EAGLE DDR5
MBGI0741,Mainboard Gigabyte X670 GAMING X AX V2
MBGI0741,Mainboard Gigabyte X670 GAMING X AX V2
MBGI0699,Mainboard Gigabyte Z790M AORUS ELITE DDR5
MBGI0739,Mainboard Gigabyte B760M AORUS ELITE X AX DDR5 (Wifi+Bluetootth)
MBGI0717,Mainboard Gigabyte Z790 EAGLE AX DDR5
MBGI0679,Mainboard Gigabyte B760 GAMING X DDR4
MBGI0681,Mainboard Gigabyte B760M AORUS ELITE AX DDR5
MBGI0722,Mainboard Gigabyte B760M AORUS ELITE AX DDR4
MBGI0731,Mainboard Gigabyte Z790 AORUS ELITE X DDR5
MBHZ0005,Mainboard Huananzhi X99-F8D
MBAS0816,Mainboard ASUS PRIME B760M-A DDR5
MBAS0734,Mainboard ASUS PROART B650-CREATOR
MBAS0730,Mainboard ASUS TUF GAMING B650-PLUS WIFI
MBAS0804,Mainboard Asus ROG STRIX B650-A GAMING WIFI DDR5
MBAS0738,Mainboard ASUS ROG MAXIMUS Z790 EXTREME DDR5
MBAS0799,Mainboard ASUS TUF Gaming B760M-BTF WIFI DDR5
MBAS0735,Mainboard ASUS PRIME B650-PLUS
MBAS0747,Mainboard ASUS PRIME Z790-A WIFI-CSM DDR5
MBAS0746,Mainboard ASUS TUF GAMING Z790-PLUS D4
MBAS0745,Mainboard ASUS TUF GAMING Z790-PLUS WIFI D4
MBAS0818,Mainboard ASUS TUF GAMING B760-PLUS WIFI DDR5
MBAS0729,Mainboard ASUS ROG B650-A GAMING WIFI
MBAS0778,Mainboard Asus ROG STRIX B760-G GAMING WIFI DDR5
